Jun 22 11:03:40.646 WARN Ethereum 2.0 is pre-release. This software is experimental.
Jun 22 11:03:40.646 INFO Using default testnet                   default: witti-v0-11-3
Jun 22 16:44:54.001 INFO Synced                                  slot: 191624, block: 0xa46c…005e, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:45:06.001 INFO Synced                                  slot: 191625, block:    …  empty, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:45:14.567 INFO New block received                      hash: 0xfe17…aec5, slot: 191626, service: router
Jun 22 16:45:18.001 INFO Synced                                  slot: 191626, block: 0xfe17…aec5, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:45:30.001 INFO Synced                                  slot: 191627, block:    …  empty, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:45:42.001 INFO Synced                                  slot: 191628, block:    …  empty, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:45:48.542 INFO New block received                      hash: 0xee73…2796, slot: 191629, service: router
Jun 22 16:45:54.002 INFO Synced                                  slot: 191629, block: 0xee73…2796, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:46:06.001 INFO Synced                                  slot: 191630, block:    …  empty, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:46:12.552 INFO New block received                      hash: 0xff99…917d, slot: 191631, service: router
Jun 22 16:46:18.001 INFO Synced                                  slot: 191631, block: 0xff99…917d, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:46:24.700 INFO New block received                      hash: 0x4bfd…443b, slot: 191632, service: router
Jun 22 16:46:30.001 INFO Synced                                  slot: 191632, block: 0x4bfd…443b, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:46:42.002 INFO Synced                                  slot: 191633, block:    …  empty, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 53, service: slot_notifier
Jun 22 16:46:54.001 INFO Synced                                  slot: 191634, block:    …  empty, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 53, service: slot_notifier
Jun 22 16:47:01.320 INFO New block received                      hash: 0xecc6…34cc, slot: 191635, service: router
Jun 22 16:47:06.001 INFO Synced                                  slot: 191635, block: 0xecc6…34cc, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 53, service: slot_notifier
Jun 22 16:47:18.002 INFO Synced                                  slot: 191636, block:    …  empty, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 53, service: slot_notifier
Jun 22 16:47:30.001 INFO Synced                                  slot: 191637, block:    …  empty, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 53, service: slot_notifier
Jun 22 16:47:36.501 INFO New block received                      hash: 0xa5ca…77b2, slot: 191638, service: router
Jun 22 16:47:42.001 INFO Synced                                  slot: 191638, block: 0xa5ca…77b2, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 53, service: slot_notifier
Jun 22 16:47:48.602 INFO New block received                      hash: 0x6897…9ee3, slot: 191639, service: router
Jun 22 16:47:54.002 INFO Synced                                  slot: 191639, block: 0x6897…9ee3, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 53, service: slot_notifier
Jun 22 16:48:00.673 INFO New block received                      hash: 0x1c88…dbae, slot: 191640, service: router
Jun 22 16:48:06.001 INFO Synced                                  slot: 191640, block: 0x1c88…dbae, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 53, service: slot_notifier
Jun 22 16:48:12.458 INFO New block received                      hash: 0x4670…8b8b, slot: 191641, service: router
Jun 22 16:48:18.001 INFO Synced                                  slot: 191641, block: 0x4670…8b8b, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 53, service: slot_notifier
Jun 22 16:48:30.001 INFO Synced                                  slot: 191642, block:    …  empty, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 53, service: slot_notifier
Jun 22 16:48:36.528 INFO New block received                      hash: 0xee72…aae4, slot: 191643, service: router
Jun 22 16:48:42.001 INFO Synced                                  slot: 191643, block: 0xee72…aae4, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 53, service: slot_notifier
Jun 22 16:48:48.653 INFO New block received                      hash: 0xa6b1…61ab, slot: 191644, service: router
Jun 22 16:48:54.002 INFO Synced                                  slot: 191644, block: 0xa6b1…61ab, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 53, service: slot_notifier
Jun 22 16:49:06.001 INFO Synced                                  slot: 191645, block:    …  empty, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:49:12.505 INFO New block received                      hash: 0x2695…cbf7, slot: 191646, service: router
Jun 22 16:49:18.001 INFO Synced                                  slot: 191646, block: 0x2695…cbf7, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:49:30.002 INFO Synced                                  slot: 191647, block:    …  empty, epoch: 5988, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:49:37.028 INFO New block received                      hash: 0x6110…d9a6, slot: 191648, service: router
Jun 22 16:49:42.001 INFO Synced                                  slot: 191648, block: 0x6110…d9a6, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:49:48.419 INFO New block received                      hash: 0x5835…92da, slot: 191649, service: router
Jun 22 16:49:54.000 INFO Synced                                  slot: 191649, block: 0x5835…92da, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:50:06.001 INFO Synced                                  slot: 191650, block:    …  empty, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:50:12.522 INFO New block received                      hash: 0x046d…fafe, slot: 191651, service: router
Jun 22 16:50:18.002 INFO Synced                                  slot: 191651, block: 0x046d…fafe, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:50:24.549 INFO New block received                      hash: 0x87ef…670c, slot: 191652, service: router
Jun 22 16:50:30.002 INFO Synced                                  slot: 191652, block: 0x87ef…670c, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:50:36.555 INFO New block received                      hash: 0x129b…9829, slot: 191653, service: router
Jun 22 16:50:42.004 INFO Synced                                  slot: 191653, block: 0x129b…9829, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:50:48.707 INFO New block received                      hash: 0xe762…8800, slot: 191654, service: router
Jun 22 16:50:54.001 INFO Synced                                  slot: 191654, block: 0xe762…8800, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:51:00.457 INFO New block received                      hash: 0xd796…32b6, slot: 191655, service: router
Jun 22 16:51:06.001 INFO Synced                                  slot: 191655, block: 0xd796…32b6, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:51:12.567 INFO New block received                      hash: 0x9e57…ea20, slot: 191656, service: router
Jun 22 16:51:18.001 INFO Synced                                  slot: 191656, block: 0x9e57…ea20, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:51:30.002 INFO Synced                                  slot: 191657, block:    …  empty, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:51:36.781 INFO New block received                      hash: 0x1c18…c872, slot: 191658, service: router
Jun 22 16:51:42.002 INFO Synced                                  slot: 191658, block: 0x1c18…c872, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 54, service: slot_notifier
Jun 22 16:51:48.471 INFO New block received                      hash: 0xc0d5…6203, slot: 191659, service: router
Jun 22 16:51:54.002 INFO Synced                                  slot: 191659, block: 0xc0d5…6203, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 55, service: slot_notifier
Jun 22 16:52:06.001 INFO Synced                                  slot: 191660, block:    …  empty, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 55, service: slot_notifier
Jun 22 16:52:11.452 INFO New block received                      hash: 0x7333…88dd, slot: 191660, service: router
Jun 22 16:52:12.728 INFO New block received                      hash: 0xd95c…f2d1, slot: 191661, service: router
Jun 22 16:52:18.001 INFO Synced                                  slot: 191661, block: 0xd95c…f2d1, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 55, service: slot_notifier
Jun 22 16:52:24.577 INFO New block received                      hash: 0x90a4…24dc, slot: 191662, service: router
Jun 22 16:52:30.001 INFO Synced                                  slot: 191662, block: 0x90a4…24dc, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 55, service: slot_notifier
Jun 22 16:52:42.001 INFO Synced                                  slot: 191663, block:    …  empty, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 55, service: slot_notifier
Jun 22 16:52:54.001 INFO Synced                                  slot: 191664, block:    …  empty, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 55, service: slot_notifier
Jun 22 16:53:06.002 INFO Synced                                  slot: 191665, block:    …  empty, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 55, service: slot_notifier
Jun 22 16:53:12.555 INFO New block received                      hash: 0x2187…9689, slot: 191666, service: router
Jun 22 16:53:18.001 INFO Synced                                  slot: 191666, block: 0x2187…9689, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 55, service: slot_notifier
Jun 22 16:53:30.002 INFO Synced                                  slot: 191667, block:    …  empty, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 55, service: slot_notifier
Jun 22 16:53:42.001 INFO Synced                                  slot: 191668, block:    …  empty, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 55, service: slot_notifier
Jun 22 16:53:54.001 INFO Synced                                  slot: 191669, block:    …  empty, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 55, service: slot_notifier
Jun 22 16:54:00.712 INFO New block received                      hash: 0x721e…af17, slot: 191670, service: router
Jun 22 16:54:06.001 INFO Synced                                  slot: 191670, block: 0x721e…af17, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 55, service: slot_notifier
Jun 22 16:54:12.698 INFO New block received                      hash: 0x171d…fa96, slot: 191671, service: router
Jun 22 16:54:18.001 INFO Synced                                  slot: 191671, block: 0x171d…fa96, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 55, service: slot_notifier
Jun 22 16:54:24.743 INFO New block received                      hash: 0x5d92…de79, slot: 191672, service: router
Jun 22 16:54:30.003 INFO Synced                                  slot: 191672, block: 0x5d92…de79, epoch: 5989, finalized_epoch: 5554, finalized_root: 0x7998…56be, peers: 55, service: slot_notifier
