2020-06-23 11:20:16  Starting OpenEthereum/v3.0.1-stable-8ca8089e9b-20200601/x86_64-unknown-linux-gnu/rustc1.43.1
2020-06-23 11:20:16  Keys path /home/user/.local/share/io.parity.ethereum/keys/goerli
2020-06-23 11:20:16  DB path /home/user/.local/share/io.parity.ethereum/chains/goerli/db/b1d518969eab529d
2020-06-23 11:20:16  State DB configuration: fast
2020-06-23 11:20:16  Operating mode: active
2020-06-23 11:20:16  Configured for Görli Testnet using Clique engine
2020-06-23 11:20:16  Updater is deprecated and may be removed in a future release. Please see #11696 for details:
https://github.com/openethereum/openethereum/issues/11696
2020-06-23 11:20:21  Public node URL: enode://8c5c4dec9a0728c7058d3c29698bae888adc244e443cebc21f3d708a20751511acbf98a52b5e5ea472f8715c658913e8084123461fd187a4980a0600420b0791@10.67.38.7:30303
2020-06-23 11:20:46     0/25 peers   920 bytes chain   91 KiB db  0 bytes queue 752 bytes sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:26:41  Syncing #1907051 0x4bee…8fa2   183.60 blk/s  245.4 tx/s   57.8 Mgas/s      0+16104 Qed  #1923162   30/50 peers      4 MiB chain  189 MiB db   86 MiB queue   35 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:26:46  Syncing #1907847 0x9c21…6f77   159.17 blk/s  280.1 tx/s   57.6 Mgas/s      0+15312 Qed  #1923162   30/50 peers      4 MiB chain  188 MiB db   81 MiB queue   35 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:26:51  Syncing #1908658 0x36ac…2233   162.20 blk/s  243.0 tx/s   53.5 Mgas/s      0+14496 Qed  #1923162   30/50 peers      4 MiB chain  188 MiB db   76 MiB queue   35 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:26:56  Syncing #1909567 0xfde2…43ad   181.76 blk/s  326.3 tx/s   56.3 Mgas/s      0+13584 Qed  #1923162   30/50 peers      4 MiB chain  188 MiB db   71 MiB queue   35 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:27:01  Syncing #1910503 0x9584…4dfd   186.96 blk/s  216.0 tx/s   58.7 Mgas/s      0+12648 Qed  #1923162   30/50 peers      4 MiB chain  188 MiB db   67 MiB queue   35 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:27:06  Syncing #1911157 0x841d…95ab   130.85 blk/s  159.7 tx/s   35.9 Mgas/s      0+12000 Qed  #1923162   30/50 peers      4 MiB chain  188 MiB db   64 MiB queue   35 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:27:11  Syncing #1911762 0x2a9b…2dfc   121.20 blk/s  170.8 tx/s   37.1 Mgas/s      0+11388 Qed  #1923162   30/50 peers      4 MiB chain  188 MiB db   61 MiB queue   35 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:27:16  Syncing #1912488 0x09c3…09d5   145.20 blk/s  271.6 tx/s   70.0 Mgas/s      0+10668 Qed  #1923162   30/50 peers      4 MiB chain  188 MiB db   56 MiB queue   35 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:27:21  Syncing #1913255 0xeb30…e1e9   153.20 blk/s  260.6 tx/s   52.6 Mgas/s      0+ 9900 Qed  #1923162   30/50 peers      4 MiB chain  188 MiB db   51 MiB queue   35 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:27:26  Syncing #1914020 0x6ea2…d9d9   153.20 blk/s  279.6 tx/s   54.1 Mgas/s      0+ 9132 Qed  #1923162   31/50 peers      4 MiB chain  188 MiB db   46 MiB queue   35 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:27:31  Syncing #1914842 0xa75c…4759   164.33 blk/s  300.3 tx/s   51.1 Mgas/s      0+ 8316 Qed  #1923162   31/50 peers      4 MiB chain  188 MiB db   42 MiB queue   35 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:27:36  Syncing #1915865 0x0c69…0ba0   204.40 blk/s  234.4 tx/s   57.5 Mgas/s      0+ 8694 Qed  #1924560   31/50 peers      4 MiB chain  188 MiB db   47 MiB queue   39 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:27:41  Syncing #1916783 0xafae…c85e   183.56 blk/s  223.4 tx/s   51.6 Mgas/s      0+ 7770 Qed  #1924560   31/50 peers      6 MiB chain  188 MiB db   42 MiB queue   39 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:27:46  Syncing #1917602 0x44c7…1404   163.84 blk/s  241.4 tx/s   53.2 Mgas/s      0+11525 Qed  #1929131   31/50 peers      4 MiB chain  188 MiB db   59 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:27:51  Syncing #1918183 0x0450…6686   116.29 blk/s  172.9 tx/s   38.7 Mgas/s      0+10937 Qed  #1929131   31/50 peers      4 MiB chain  188 MiB db   56 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:27:56  Syncing #1918962 0x42ae…3b9d   155.80 blk/s  221.8 tx/s   47.8 Mgas/s      0+10157 Qed  #1929131   31/50 peers      4 MiB chain  188 MiB db   52 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:28:01  Syncing #1919652 0x95ae…129d   138.00 blk/s  251.2 tx/s   47.9 Mgas/s      0+ 9473 Qed  #1929131   32/50 peers      4 MiB chain  188 MiB db   47 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:28:06  Syncing #1920482 0xe33c…dd5d   165.70 blk/s  210.6 tx/s   47.0 Mgas/s      0+ 8645 Qed  #1929131   33/50 peers      4 MiB chain  188 MiB db   43 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:28:11  Syncing #1921402 0x83d7…1471   181.60 blk/s  326.2 tx/s   52.0 Mgas/s      0+ 7849 Qed  #1929259   32/50 peers      4 MiB chain  188 MiB db   40 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:28:16  Syncing #1922331 0x3565…2efa   188.12 blk/s  226.5 tx/s   45.0 Mgas/s      0+ 8068 Qed  #1930402   33/50 peers      4 MiB chain  188 MiB db   43 MiB queue   50 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:28:22  Syncing #1923158 0xf31b…1369   165.40 blk/s  217.8 tx/s   47.3 Mgas/s      0+ 7240 Qed  #1936754   33/50 peers      4 MiB chain  188 MiB db   39 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:28:26  Syncing #1923691 0x6f69…c3ee   106.60 blk/s  227.8 tx/s   37.3 Mgas/s      0+13052 Qed  #1936754   33/50 peers      4 MiB chain  188 MiB db   67 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:28:31  Syncing #1924402 0xe6f3…327a   142.14 blk/s  297.3 tx/s   53.7 Mgas/s      0+12344 Qed  #1936754   33/50 peers      5 MiB chain  188 MiB db   62 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:28:36  Syncing #1925237 0x4a75…2bdc   167.00 blk/s  278.8 tx/s   52.9 Mgas/s      0+11516 Qed  #1936754   33/50 peers      5 MiB chain  188 MiB db   58 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:28:41  Syncing #1926234 0xfbab…62ee   199.20 blk/s  202.6 tx/s   52.0 Mgas/s      0+10520 Qed  #1936754   33/50 peers      4 MiB chain  188 MiB db   53 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:28:46  Syncing #1927262 0xa44f…e6ec   205.76 blk/s  323.3 tx/s   55.3 Mgas/s      0+ 9488 Qed  #1936754   33/50 peers      5 MiB chain  188 MiB db   49 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:28:51  Syncing #1928362 0x7f45…2e5e   219.96 blk/s  233.6 tx/s   55.5 Mgas/s      0+ 8384 Qed  #1936754   33/50 peers      4 MiB chain  188 MiB db   44 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:28:56  Syncing #1929176 0xd8d9…963a   162.80 blk/s  213.4 tx/s   49.3 Mgas/s      0+ 7568 Qed  #1936754   33/50 peers      4 MiB chain  188 MiB db   39 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:29:01  Syncing #1929844 0x9955…1fa3   133.27 blk/s  175.6 tx/s   40.0 Mgas/s      0+12113 Qed  #1941959   33/50 peers      4 MiB chain  188 MiB db   64 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:29:06  Syncing #1930564 0xf056…9105   143.97 blk/s  224.6 tx/s   46.9 Mgas/s      0+11393 Qed  #1941959   33/50 peers      4 MiB chain  188 MiB db   59 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:29:11  Syncing #1931322 0x6961…186a   151.77 blk/s  214.0 tx/s   47.6 Mgas/s      0+10625 Qed  #1941959   33/50 peers      4 MiB chain  188 MiB db   55 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:29:16  Syncing #1932223 0x88a9…9a56   180.20 blk/s  229.0 tx/s   48.7 Mgas/s      0+ 9725 Qed  #1941959   33/50 peers      3 MiB chain  188 MiB db   50 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:29:21  Syncing #1933346 0xb41f…fa8f   224.40 blk/s  214.6 tx/s   53.2 Mgas/s      0+ 8609 Qed  #1941959   33/50 peers      3 MiB chain  188 MiB db   46 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:29:26  Syncing #1934334 0x4009…5069   197.56 blk/s  203.6 tx/s   50.0 Mgas/s      0+ 7625 Qed  #1941959   33/50 peers      3 MiB chain  188 MiB db   42 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:29:31  Syncing #1935146 0x24cb…b622   162.40 blk/s  239.6 tx/s   50.9 Mgas/s      0+ 9751 Qed  #1944901   33/50 peers      5 MiB chain  188 MiB db   53 MiB queue   59 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:29:36  Syncing #1935782 0x03c7…a979   127.40 blk/s  194.6 tx/s   44.7 Mgas/s      0+ 9115 Qed  #1944901   33/50 peers      5 MiB chain  188 MiB db   49 MiB queue   59 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:29:41  Syncing #1936621 0x7152…1478   167.80 blk/s  242.0 tx/s   53.9 Mgas/s      0+ 8275 Qed  #1944901   33/50 peers      5 MiB chain  188 MiB db   44 MiB queue   59 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:29:46  Syncing #1937355 0x74cf…9354   146.51 blk/s  240.5 tx/s   48.6 Mgas/s      0+ 7543 Qed  #1944901   33/50 peers      5 MiB chain  188 MiB db   40 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:29:51  Syncing #1938126 0xa380…d6a4   154.00 blk/s  260.8 tx/s   46.1 Mgas/s      0+14613 Qed  #1952739   33/50 peers      5 MiB chain  188 MiB db   82 MiB queue   34 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:29:56  Syncing #1939183 0x6946…cf03   211.40 blk/s  285.2 tx/s   56.9 Mgas/s      0+13545 Qed  #1952739   33/50 peers      5 MiB chain  188 MiB db   78 MiB queue   34 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:30:01  Syncing #1939742 0xe035…cbe6   112.00 blk/s  166.4 tx/s   41.2 Mgas/s      0+12993 Qed  #1952739   33/50 peers      5 MiB chain  188 MiB db   75 MiB queue   34 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:30:06  Syncing #1940467 0x66f3…0a99   144.88 blk/s  207.8 tx/s   45.9 Mgas/s      0+12261 Qed  #1952739   33/50 peers      4 MiB chain  188 MiB db   70 MiB queue   34 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:30:11  Syncing #1941175 0x26ea…2fde   141.46 blk/s  225.9 tx/s   47.1 Mgas/s      0+11553 Qed  #1952739   33/50 peers      4 MiB chain  188 MiB db   66 MiB queue   34 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:30:16  Syncing #1942042 0x3262…93c8   173.60 blk/s  275.2 tx/s   54.2 Mgas/s      0+10689 Qed  #1952739   33/50 peers      5 MiB chain  188 MiB db   61 MiB queue   34 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:30:21  Syncing #1942773 0x5131…5da2   145.97 blk/s  247.8 tx/s   49.0 Mgas/s      0+ 9957 Qed  #1952739   33/50 peers      4 MiB chain  188 MiB db   56 MiB queue   34 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:30:26  Syncing #1943451 0x4ddd…e507   135.80 blk/s  188.4 tx/s   41.8 Mgas/s      0+ 9285 Qed  #1952739   33/50 peers      4 MiB chain  188 MiB db   53 MiB queue   34 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:30:31  Syncing #1944329 0xb952…e73d   175.33 blk/s  305.9 tx/s   52.1 Mgas/s      0+ 8409 Qed  #1952739   33/50 peers      4 MiB chain  188 MiB db   48 MiB queue   34 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:30:36  Syncing #1945325 0x4e0d…8fc5   198.88 blk/s  226.1 tx/s   62.3 Mgas/s      0+ 7413 Qed  #1952739   33/50 peers      4 MiB chain  188 MiB db   44 MiB queue   34 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:30:41  Syncing #1946122 0xd8a7…ba25   159.77 blk/s  229.0 tx/s   50.6 Mgas/s      0+ 6609 Qed  #1952739   33/50 peers      4 MiB chain  188 MiB db   39 MiB queue   34 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:30:46  Syncing #1946857 0xd1c8…7c0c   146.80 blk/s  225.0 tx/s   47.4 Mgas/s      0+ 7288 Qed  #1954150   33/50 peers      4 MiB chain  188 MiB db   47 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:30:51  Syncing #1947558 0x543b…9d0d   140.40 blk/s  224.8 tx/s   47.7 Mgas/s      0+ 6580 Qed  #1954150   33/50 peers      4 MiB chain  188 MiB db   42 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:30:56  Syncing #1948276 0xc7dc…412e   143.60 blk/s  213.6 tx/s   46.1 Mgas/s      0+ 5999 Qed  #1954277   32/50 peers      4 MiB chain  188 MiB db   40 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:31:01  Syncing #1948917 0x1817…8763   128.20 blk/s  244.8 tx/s   46.2 Mgas/s      0+ 7636 Qed  #1956562   33/50 peers      4 MiB chain  188 MiB db   47 MiB queue   80 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:31:06  Syncing #1949877 0xc73a…c877   191.92 blk/s  307.9 tx/s   56.0 Mgas/s      0+ 6676 Qed  #1956562   33/50 peers      4 MiB chain  188 MiB db   43 MiB queue   80 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:31:12  Syncing #1950819 0xd511…58c9   187.60 blk/s  240.4 tx/s   49.1 Mgas/s   1026+ 7480 Qed  #1960193   33/50 peers      4 MiB chain  188 MiB db   62 MiB queue   80 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:31:16  Syncing #1951463 0xda50…3033   129.60 blk/s  228.8 tx/s   42.7 Mgas/s      0+ 8723 Qed  #1960193   33/50 peers      4 MiB chain  188 MiB db   79 MiB queue   80 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:31:21  Syncing #1952162 0x1ea6…03aa   139.77 blk/s  339.1 tx/s   51.9 Mgas/s      0+ 8027 Qed  #1960193   33/50 peers      4 MiB chain  188 MiB db   75 MiB queue   80 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:31:26  Syncing #1952845 0x4609…9c09   136.60 blk/s  338.4 tx/s   56.0 Mgas/s      0+ 7343 Qed  #1960193   33/50 peers      4 MiB chain  188 MiB db   70 MiB queue   80 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:31:31  Syncing #1953432 0x054a…b8f5   117.38 blk/s  325.7 tx/s   66.4 Mgas/s      0+ 6755 Qed  #1960193   33/50 peers      4 MiB chain  188 MiB db   64 MiB queue   80 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:31:36  Syncing #1954122 0x674d…ea3e   138.00 blk/s  310.0 tx/s   61.4 Mgas/s      0+ 6059 Qed  #1960193   33/50 peers      4 MiB chain  188 MiB db   58 MiB queue   80 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:31:41  Syncing #1954932 0x84ab…438e   162.00 blk/s  356.2 tx/s   79.9 Mgas/s      0+ 5255 Qed  #1960193   33/50 peers      4 MiB chain  188 MiB db   52 MiB queue   80 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:31:46  Syncing #1955860 0x5fc3…d546   185.60 blk/s  421.0 tx/s   60.1 Mgas/s      0+ 4331 Qed  #1960193   33/50 peers      4 MiB chain  188 MiB db   47 MiB queue   80 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:31:51  Syncing #1956698 0x2e2d…5292   167.60 blk/s  281.6 tx/s   45.4 Mgas/s      0+ 3491 Qed  #1960193   33/50 peers      4 MiB chain  188 MiB db   44 MiB queue   80 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:31:56  Syncing #1957461 0x3be9…ced8   152.40 blk/s  320.8 tx/s   57.5 Mgas/s      0+ 2723 Qed  #1960193   33/50 peers      4 MiB chain  188 MiB db   39 MiB queue   81 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:32:01  Syncing #1957894 0x04f5…a237    86.78 blk/s  229.8 tx/s   44.7 Mgas/s      0+ 6704 Qed  #1964606   33/50 peers      5 MiB chain  188 MiB db  122 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:32:06  Syncing #1958542 0x084b…61ef   129.57 blk/s  366.3 tx/s   76.6 Mgas/s      0+ 6056 Qed  #1964606   33/50 peers      5 MiB chain  188 MiB db  115 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:32:11  Syncing #1959182 0x61ee…63e0   127.97 blk/s  358.3 tx/s   68.2 Mgas/s      0+ 5420 Qed  #1964606   33/50 peers      5 MiB chain  188 MiB db  109 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:32:16  Syncing #1959588 0x9cd9…12ec    81.20 blk/s  635.0 tx/s   62.2 Mgas/s      0+ 5012 Qed  #1964606   33/50 peers      5 MiB chain  188 MiB db  101 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:32:21  Syncing #1959630 0x4bfb…22ba     8.40 blk/s   91.4 tx/s   28.8 Mgas/s      0+ 4964 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db  100 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:32:26  Syncing #1959675 0x8254…5c34     9.00 blk/s   90.4 tx/s   28.8 Mgas/s      0+ 4928 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   99 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:32:31  Syncing #1959720 0xb2cf…f567     9.00 blk/s   88.4 tx/s   29.0 Mgas/s      0+ 4880 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   98 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:32:36  Syncing #1959766 0xefce…d47d     9.20 blk/s   94.6 tx/s   29.7 Mgas/s      0+ 4832 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   97 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:32:41  Syncing #1959813 0x325d…a86b     9.40 blk/s   94.0 tx/s   29.9 Mgas/s      0+ 4784 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   95 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:32:46  Syncing #1959855 0xff31…3722     8.40 blk/s   85.2 tx/s   27.8 Mgas/s      0+ 4748 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   95 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:32:51  Syncing #1959911 0x0457…87de    11.20 blk/s   94.0 tx/s   35.8 Mgas/s      0+ 4688 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   93 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:32:56  Syncing #1959960 0x8915…d1de     9.80 blk/s   88.6 tx/s   31.4 Mgas/s      0+ 4640 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   92 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:33:01  Syncing #1960000 0x71e6…76ef     8.00 blk/s   80.8 tx/s   26.5 Mgas/s      0+ 4604 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   91 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:33:06  Syncing #1960044 0x0ebe…6005     8.80 blk/s   85.4 tx/s   27.4 Mgas/s      0+ 4556 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   90 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:33:11  Syncing #1960088 0x1050…2ee2     8.80 blk/s   90.2 tx/s   29.0 Mgas/s      0+ 4508 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   89 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:33:16  Syncing #1960134 0xc3c8…aa1d     9.20 blk/s   89.2 tx/s   29.5 Mgas/s      0+ 4460 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   88 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:33:21  Syncing #1960182 0xf2d5…9ff0     9.60 blk/s   93.6 tx/s   30.6 Mgas/s      0+ 4412 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   87 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:33:26  Syncing #1960223 0xc0d1…3189     8.37 blk/s   83.3 tx/s   27.2 Mgas/s      0+ 4376 Qed  #1964606   34/50 peers      4 MiB chain  188 MiB db   86 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:33:31  Syncing #1960266 0x841a…8a5c     8.60 blk/s   89.0 tx/s   30.1 Mgas/s      0+ 4328 Qed  #1964606   34/50 peers      4 MiB chain  188 MiB db   85 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:33:36  Syncing #1960310 0x7b62…0730     8.80 blk/s   88.0 tx/s   29.2 Mgas/s      0+ 4292 Qed  #1964606   34/50 peers      4 MiB chain  188 MiB db   84 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:33:41  Syncing #1960353 0xee68…1ecd     8.60 blk/s   83.0 tx/s   27.4 Mgas/s      0+ 4244 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   83 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:33:46  Syncing #1960393 0xace8…ab19     8.00 blk/s   77.8 tx/s   25.6 Mgas/s      0+ 4208 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   82 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:33:51  Syncing #1960438 0x8179…0799     9.00 blk/s   87.2 tx/s   29.7 Mgas/s      0+ 4160 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   81 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:33:56  Syncing #1960504 0xbd56…30cf    13.20 blk/s  104.6 tx/s   42.3 Mgas/s      0+ 4100 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   80 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:34:01  Syncing #1960559 0xd529…b95f    11.00 blk/s   92.4 tx/s   38.4 Mgas/s      0+ 4040 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   79 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:34:06  Syncing #1960611 0xbe57…1af1    10.40 blk/s   92.6 tx/s   33.5 Mgas/s      0+ 3992 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   77 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:34:11  Syncing #1960659 0x4d94…2f6f     9.60 blk/s   93.0 tx/s   32.3 Mgas/s      0+ 3944 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   76 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:34:16  Syncing #1960706 0x2239…ead7     9.40 blk/s   91.4 tx/s   29.8 Mgas/s      0+ 3896 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   75 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:34:21  Syncing #1960753 0x3dcb…146b     9.40 blk/s   95.2 tx/s   30.4 Mgas/s      0+ 3848 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   74 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:34:26  Syncing #1960799 0x1c67…5287     9.00 blk/s   88.6 tx/s   29.0 Mgas/s      0+ 3800 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   73 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:34:31  Syncing #1960848 0x5ce4…6bbb    10.00 blk/s   98.8 tx/s   32.3 Mgas/s      0+ 3752 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   72 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:34:36  Syncing #1960892 0xecc1…3058     8.80 blk/s  114.6 tx/s   28.6 Mgas/s      0+ 3704 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   71 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:34:41  Syncing #1960933 0xea30…e5bd     8.20 blk/s   87.0 tx/s   27.0 Mgas/s      0+ 3668 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   70 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 12:34:46  Syncing #1960975 0x12a0…05ea     8.40 blk/s   87.4 tx/s   28.8 Mgas/s      0+ 3620 Qed  #1964606   33/50 peers      4 MiB chain  188 MiB db   69 MiB queue   61 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
